indicator,country,code,Year,Value
Prevalence of overweight (% of adults),Denmark,DNK,1990,34.79
Prevalence of overweight (% of adults),Djibouti,DJI,2022,29.77
Prevalence of overweight (% of adults),Djibouti,DJI,2021,28.99
Prevalence of overweight (% of adults),Djibouti,DJI,2020,28.23
Prevalence of overweight (% of adults),Djibouti,DJI,2019,27.49
Prevalence of overweight (% of adults),Djibouti,DJI,2018,26.77
Prevalence of overweight (% of adults),Djibouti,DJI,2017,26.07
Prevalence of overweight (% of adults),Djibouti,DJI,2016,25.38
Prevalence of overweight (% of adults),Djibouti,DJI,2015,24.72
Prevalence of overweight (% of adults),Djibouti,DJI,2014,24.07
Prevalence of overweight (% of adults),Djibouti,DJI,2013,23.44
Prevalence of overweight (% of adults),Djibouti,DJI,2012,22.82
Prevalence of overweight (% of adults),Djibouti,DJI,2011,22.22
Prevalence of overweight (% of adults),Djibouti,DJI,2010,21.62
Prevalence of overweight (% of adults),Djibouti,DJI,2009,21.03
Prevalence of overweight (% of adults),Djibouti,DJI,2008,20.44
Prevalence of overweight (% of adults),Djibouti,DJI,2007,19.84
Prevalence of overweight (% of adults),Djibouti,DJI,2006,19.24
Prevalence of overweight (% of adults),Djibouti,DJI,2005,18.63
Prevalence of overweight (% of adults),Djibouti,DJI,2004,18.03
Prevalence of overweight (% of adults),Djibouti,DJI,2003,17.43
Prevalence of overweight (% of adults),Djibouti,DJI,2002,16.84
Prevalence of overweight (% of adults),Djibouti,DJI,2001,16.27
Prevalence of overweight (% of adults),Djibouti,DJI,2000,15.72
Prevalence of overweight (% of adults),Djibouti,DJI,1999,15.19
Prevalence of overweight (% of adults),Djibouti,DJI,1998,14.68
Prevalence of overweight (% of adults),Djibouti,DJI,1997,14.2
Prevalence of overweight (% of adults),Djibouti,DJI,1996,13.74
Prevalence of overweight (% of adults),Djibouti,DJI,1995,13.31
Prevalence of overweight (% of adults),Djibouti,DJI,1994,12.9
Prevalence of overweight (% of adults),Djibouti,DJI,1993,12.5
Prevalence of overweight (% of adults),Djibouti,DJI,1992,12.12
Prevalence of overweight (% of adults),Djibouti,DJI,1991,11.75
Prevalence of overweight (% of adults),Djibouti,DJI,1990,11.39
Prevalence of overweight (% of adults),Dominica,DMA,2022,59.01
Prevalence of overweight (% of adults),Dominica,DMA,2021,58.39
Prevalence of overweight (% of adults),Dominica,DMA,2020,57.77
Prevalence of overweight (% of adults),Dominica,DMA,2019,57.14
Prevalence of overweight (% of adults),Dominica,DMA,2018,56.5
Prevalence of overweight (% of adults),Dominica,DMA,2017,55.86
Prevalence of overweight (% of adults),Dominica,DMA,2016,55.22
Prevalence of overweight (% of adults),Dominica,DMA,2015,54.6
Prevalence of overweight (% of adults),Dominica,DMA,2014,53.9
Prevalence of overweight (% of adults),Dominica,DMA,2013,53.2
Prevalence of overweight (% of adults),Dominica,DMA,2012,52.57
Prevalence of overweight (% of adults),Dominica,DMA,2011,51.89
Prevalence of overweight (% of adults),Dominica,DMA,2010,51.22
Prevalence of overweight (% of adults),Dominica,DMA,2009,50.55
Prevalence of overweight (% of adults),Dominica,DMA,2008,49.87
Prevalence of overweight (% of adults),Dominica,DMA,2007,49.16
Prevalence of overweight (% of adults),Dominica,DMA,2006,48.42
Prevalence of overweight (% of adults),Dominica,DMA,2005,47.66
Prevalence of overweight (% of adults),Dominica,DMA,2004,46.88
Prevalence of overweight (% of adults),Dominica,DMA,2003,46.08
Prevalence of overweight (% of adults),Dominica,DMA,2002,45.26
Prevalence of overweight (% of adults),Dominica,DMA,2001,44.41
Prevalence of overweight (% of adults),Dominica,DMA,2000,43.55
Prevalence of overweight (% of adults),Dominica,DMA,1999,42.69
Prevalence of overweight (% of adults),Dominica,DMA,1998,41.82
Prevalence of overweight (% of adults),Dominica,DMA,1997,40.96
Prevalence of overweight (% of adults),Dominica,DMA,1996,40.1
Prevalence of overweight (% of adults),Dominica,DMA,1995,39.25
Prevalence of overweight (% of adults),Dominica,DMA,1994,38.41
Prevalence of overweight (% of adults),Dominica,DMA,1993,37.61
Prevalence of overweight (% of adults),Dominica,DMA,1992,36.82
Prevalence of overweight (% of adults),Dominica,DMA,1991,36.04
Prevalence of overweight (% of adults),Dominica,DMA,1990,35.27
Prevalence of overweight (% of adults),Dominican Republic,DOM,2022,63.31
Prevalence of overweight (% of adults),Dominican Republic,DOM,2021,62.52
Prevalence of overweight (% of adults),Dominican Republic,DOM,2020,61.73
Prevalence of overweight (% of adults),Dominican Republic,DOM,2019,60.93
Prevalence of overweight (% of adults),Dominican Republic,DOM,2018,60.13
Prevalence of overweight (% of adults),Dominican Republic,DOM,2017,59.32
Prevalence of overweight (% of adults),Dominican Republic,DOM,2016,58.49
Prevalence of overweight (% of adults),Dominican Republic,DOM,2015,57.66
Prevalence of overweight (% of adults),Dominican Republic,DOM,2014,56.81
Prevalence of overweight (% of adults),Dominican Republic,DOM,2013,55.96
Prevalence of overweight (% of adults),Dominican Republic,DOM,2012,55.1
Prevalence of overweight (% of adults),Dominican Republic,DOM,2011,54.21
Prevalence of overweight (% of adults),Dominican Republic,DOM,2010,53.29
Prevalence of overweight (% of adults),Dominican Republic,DOM,2009,52.35
Prevalence of overweight (% of adults),Dominican Republic,DOM,2008,51.38
Prevalence of overweight (% of adults),Dominican Republic,DOM,2007,50.39
Prevalence of overweight (% of adults),Dominican Republic,DOM,2006,49.36
Prevalence of overweight (% of adults),Dominican Republic,DOM,2005,48.31
Prevalence of overweight (% of adults),Dominican Republic,DOM,2004,47.24
Prevalence of overweight (% of adults),Dominican Republic,DOM,2003,46.13
Prevalence of overweight (% of adults),Dominican Republic,DOM,2002,45
Prevalence of overweight (% of adults),Dominican Republic,DOM,2001,43.87
Prevalence of overweight (% of adults),Dominican Republic,DOM,2000,42.72
Prevalence of overweight (% of adults),Dominican Republic,DOM,1999,41.57
Prevalence of overweight (% of adults),Dominican Republic,DOM,1998,40.41
Prevalence of overweight (% of adults),Dominican Republic,DOM,1997,39.27
Prevalence of overweight (% of adults),Dominican Republic,DOM,1996,38.14
Prevalence of overweight (% of adults),Dominican Republic,DOM,1995,37.04
Prevalence of overweight (% of adults),Dominican Republic,DOM,1994,35.96
Prevalence of overweight (% of adults),Dominican Republic,DOM,1993,34.9
Prevalence of overweight (% of adults),Dominican Republic,DOM,1992,33.85
Prevalence of overweight (% of adults),Dominican Republic,DOM,1991,32.83
Prevalence of overweight (% of adults),Dominican Republic,DOM,1990,31.84
Prevalence of overweight (% of adults),Ecuador,ECU,2022,66.75
Prevalence of overweight (% of adults),Ecuador,ECU,2021,66.06
Prevalence of overweight (% of adults),Ecuador,ECU,2020,65.36
Prevalence of overweight (% of adults),Ecuador,ECU,2019,64.66
Prevalence of overweight (% of adults),Ecuador,ECU,2018,63.97
Prevalence of overweight (% of adults),Ecuador,ECU,2017,63.27
Prevalence of overweight (% of adults),Ecuador,ECU,2016,62.58
Prevalence of overweight (% of adults),Ecuador,ECU,2015,61.87
Prevalence of overweight (% of adults),Ecuador,ECU,2014,61.16
Prevalence of overweight (% of adults),Ecuador,ECU,2013,60.44
Prevalence of overweight (% of adults),Ecuador,ECU,2012,59.71
Prevalence of overweight (% of adults),Ecuador,ECU,2011,58.96
Prevalence of overweight (% of adults),Ecuador,ECU,2010,58.2
Prevalence of overweight (% of adults),Ecuador,ECU,2009,57.44
Prevalence of overweight (% of adults),Ecuador,ECU,2008,56.69
Prevalence of overweight (% of adults),Ecuador,ECU,2007,55.94
Prevalence of overweight (% of adults),Ecuador,ECU,2006,55.19
Prevalence of overweight (% of adults),Ecuador,ECU,2005,54.46
Prevalence of overweight (% of adults),Ecuador,ECU,2004,53.72
Prevalence of overweight (% of adults),Ecuador,ECU,2003,52.98
Prevalence of overweight (% of adults),Ecuador,ECU,2002,52.23
Prevalence of overweight (% of adults),Ecuador,ECU,2001,51.47
Prevalence of overweight (% of adults),Ecuador,ECU,2000,50.71
Prevalence of overweight (% of adults),Ecuador,ECU,1999,49.93
Prevalence of overweight (% of adults),Ecuador,ECU,1998,49.14
Prevalence of overweight (% of adults),Ecuador,ECU,1997,48.35
Prevalence of overweight (% of adults),Ecuador,ECU,1996,47.56
Prevalence of overweight (% of adults),Ecuador,ECU,1995,46.77
Prevalence of overweight (% of adults),Ecuador,ECU,1994,45.99
Prevalence of overweight (% of adults),Ecuador,ECU,1993,45.21
Prevalence of overweight (% of adults),Ecuador,ECU,1992,44.44
Prevalence of overweight (% of adults),Ecuador,ECU,1991,43.68
Prevalence of overweight (% of adults),Ecuador,ECU,1990,42.92
Prevalence of overweight (% of adults),"Egypt, Arab Rep.",EGY,2022,73.35
Prevalence of overweight (% of adults),"Egypt, Arab Rep.",EGY,2021,73.09
Prevalence of overweight (% of adults),"Egypt, Arab Rep.",EGY,2020,72.82
Prevalence of overweight (% of adults),"Egypt, Arab Rep.",EGY,2019,72.56
Prevalence of overweight (% of adults),"Egypt, Arab Rep.",EGY,2018,72.28
Prevalence of overweight (% of adults),"Egypt, Arab Rep.",EGY,2017,71.98
Prevalence of overweight (% of adults),"Egypt, Arab Rep.",EGY,2016,71.66
Prevalence of overweight (% of adults),"Egypt, Arab Rep.",EGY,2015,71.3
Prevalence of overweight (% of adults),"Egypt, Arab Rep.",EGY,2014,70.93
Prevalence of overweight (% of adults),"Egypt, Arab Rep.",EGY,2013,70.53
Prevalence of overweight (% of adults),"Egypt, Arab Rep.",EGY,2012,70.12
Prevalence of overweight (% of adults),"Egypt, Arab Rep.",EGY,2011,69.68
Prevalence of overweight (% of adults),"Egypt, Arab Rep.",EGY,2010,69.23
Prevalence of overweight (% of adults),"Egypt, Arab Rep.",EGY,2009,68.74
Prevalence of overweight (% of adults),"Egypt, Arab Rep.",EGY,2008,68.22
Prevalence of overweight (% of adults),"Egypt, Arab Rep.",EGY,2007,67.68
Prevalence of overweight (% of adults),"Egypt, Arab Rep.",EGY,2006,67.09
Prevalence of overweight (% of adults),"Egypt, Arab Rep.",EGY,2005,66.46
Prevalence of overweight (% of adults),"Egypt, Arab Rep.",EGY,2004,65.78
Prevalence of overweight (% of adults),"Egypt, Arab Rep.",EGY,2003,65.03
Prevalence of overweight (% of adults),"Egypt, Arab Rep.",EGY,2002,64.22
Prevalence of overweight (% of adults),"Egypt, Arab Rep.",EGY,2001,63.35
Prevalence of overweight (% of adults),"Egypt, Arab Rep.",EGY,2000,62.42
Prevalence of overweight (% of adults),"Egypt, Arab Rep.",EGY,1999,61.45
Prevalence of overweight (% of adults),"Egypt, Arab Rep.",EGY,1998,60.44
Prevalence of overweight (% of adults),"Egypt, Arab Rep.",EGY,1997,59.42
Prevalence of overweight (% of adults),"Egypt, Arab Rep.",EGY,1996,58.38
Prevalence of overweight (% of adults),"Egypt, Arab Rep.",EGY,1995,57.34
Prevalence of overweight (% of adults),"Egypt, Arab Rep.",EGY,1994,56.31
Prevalence of overweight (% of adults),"Egypt, Arab Rep.",EGY,1993,55.28
Prevalence of overweight (% of adults),"Egypt, Arab Rep.",EGY,1992,54.26
Prevalence of overweight (% of adults),"Egypt, Arab Rep.",EGY,1991,53.25
Prevalence of overweight (% of adults),"Egypt, Arab Rep.",EGY,1990,52.24
Prevalence of overweight (% of adults),El Salvador,SLV,2022,66.17
Prevalence of overweight (% of adults),El Salvador,SLV,2021,65.78
Prevalence of overweight (% of adults),El Salvador,SLV,2020,65.38
Prevalence of overweight (% of adults),El Salvador,SLV,2019,64.98
Prevalence of overweight (% of adults),El Salvador,SLV,2018,64.58
Prevalence of overweight (% of adults),El Salvador,SLV,2017,64.16
Prevalence of overweight (% of adults),El Salvador,SLV,2016,63.72
Prevalence of overweight (% of adults),El Salvador,SLV,2015,63.25
Prevalence of overweight (% of adults),El Salvador,SLV,2014,62.76
Prevalence of overweight (% of adults),El Salvador,SLV,2013,62.25
Prevalence of overweight (% of adults),El Salvador,SLV,2012,61.71
Prevalence of overweight (% of adults),El Salvador,SLV,2011,61.14
Prevalence of overweight (% of adults),El Salvador,SLV,2010,60.56
Prevalence of overweight (% of adults),El Salvador,SLV,2009,59.96
Prevalence of overweight (% of adults),El Salvador,SLV,2008,59.34
Prevalence of overweight (% of adults),El Salvador,SLV,2007,58.71
Prevalence of overweight (% of adults),El Salvador,SLV,2006,58.05
Prevalence of overweight (% of adults),El Salvador,SLV,2005,57.37
Prevalence of overweight (% of adults),El Salvador,SLV,2004,56.67
Prevalence of overweight (% of adults),El Salvador,SLV,2003,55.93
Prevalence of overweight (% of adults),El Salvador,SLV,2002,55.17
Prevalence of overweight (% of adults),El Salvador,SLV,2001,54.36
Prevalence of overweight (% of adults),El Salvador,SLV,2000,53.52
Prevalence of overweight (% of adults),El Salvador,SLV,1999,52.64
Prevalence of overweight (% of adults),El Salvador,SLV,1998,51.72
Prevalence of overweight (% of adults),El Salvador,SLV,1997,50.78
Prevalence of overweight (% of adults),El Salvador,SLV,1996,49.82
Prevalence of overweight (% of adults),El Salvador,SLV,1995,48.84
Prevalence of overweight (% of adults),El Salvador,SLV,1994,47.84
Prevalence of overweight (% of adults),El Salvador,SLV,1993,46.84
Prevalence of overweight (% of adults),El Salvador,SLV,1992,45.83
Prevalence of overweight (% of adults),El Salvador,SLV,1991,44.8
Prevalence of overweight (% of adults),El Salvador,SLV,1990,43.77
Prevalence of overweight (% of adults),Equatorial Guinea,GNQ,2022,39.51
Prevalence of overweight (% of adults),Equatorial Guinea,GNQ,2021,38.91
Prevalence of overweight (% of adults),Equatorial Guinea,GNQ,2020,38.3
Prevalence of overweight (% of adults),Equatorial Guinea,GNQ,2019,37.73
Prevalence of overweight (% of adults),Equatorial Guinea,GNQ,2018,37.21
Prevalence of overweight (% of adults),Equatorial Guinea,GNQ,2017,36.71
Prevalence of overweight (% of adults),Equatorial Guinea,GNQ,2016,36.22
Prevalence of overweight (% of adults),Equatorial Guinea,GNQ,2015,35.73
Prevalence of overweight (% of adults),Equatorial Guinea,GNQ,2014,35.27
Prevalence of overweight (% of adults),Equatorial Guinea,GNQ,2013,34.81
Prevalence of overweight (% of adults),Equatorial Guinea,GNQ,2012,34.36
Prevalence of overweight (% of adults),Equatorial Guinea,GNQ,2011,33.9
Prevalence of overweight (% of adults),Equatorial Guinea,GNQ,2010,33.39
Prevalence of overweight (% of adults),Equatorial Guinea,GNQ,2009,32.83
Prevalence of overweight (% of adults),Equatorial Guinea,GNQ,2008,32.24
Prevalence of overweight (% of adults),Equatorial Guinea,GNQ,2007,31.59
Prevalence of overweight (% of adults),Equatorial Guinea,GNQ,2006,30.91
Prevalence of overweight (% of adults),Equatorial Guinea,GNQ,2005,30.19
Prevalence of overweight (% of adults),Equatorial Guinea,GNQ,2004,29.44
Prevalence of overweight (% of adults),Equatorial Guinea,GNQ,2003,28.66
Prevalence of overweight (% of adults),Equatorial Guinea,GNQ,2002,27.85
Prevalence of overweight (% of adults),Equatorial Guinea,GNQ,2001,27.03
Prevalence of overweight (% of adults),Equatorial Guinea,GNQ,2000,26.19
Prevalence of overweight (% of adults),Equatorial Guinea,GNQ,1999,25.38
Prevalence of overweight (% of adults),Equatorial Guinea,GNQ,1998,24.59
Prevalence of overweight (% of adults),Equatorial Guinea,GNQ,1997,23.82
Prevalence of overweight (% of adults),Equatorial Guinea,GNQ,1996,23.06
Prevalence of overweight (% of adults),Equatorial Guinea,GNQ,1995,22.31
Prevalence of overweight (% of adults),Equatorial Guinea,GNQ,1994,21.58
Prevalence of overweight (% of adults),Equatorial Guinea,GNQ,1993,20.83
Prevalence of overweight (% of adults),Equatorial Guinea,GNQ,1992,20.09
Prevalence of overweight (% of adults),Equatorial Guinea,GNQ,1991,19.35
Prevalence of overweight (% of adults),Equatorial Guinea,GNQ,1990,18.63
Prevalence of overweight (% of adults),Eritrea,ERI,2022,17.21
Prevalence of overweight (% of adults),Eritrea,ERI,2021,16.6
Prevalence of overweight (% of adults),Eritrea,ERI,2020,16.02
Prevalence of overweight (% of adults),Eritrea,ERI,2019,15.46
Prevalence of overweight (% of adults),Eritrea,ERI,2018,14.91
Prevalence of overweight (% of adults),Eritrea,ERI,2017,14.39
Prevalence of overweight (% of adults),Eritrea,ERI,2016,13.88
Prevalence of overweight (% of adults),Eritrea,ERI,2015,13.39
Prevalence of overweight (% of adults),Eritrea,ERI,2014,12.91
Prevalence of overweight (% of adults),Eritrea,ERI,2013,12.45
Prevalence of overweight (% of adults),Eritrea,ERI,2012,12.01
Prevalence of overweight (% of adults),Eritrea,ERI,2011,11.58
Prevalence of overweight (% of adults),Eritrea,ERI,2010,11.17
Prevalence of overweight (% of adults),Eritrea,ERI,2009,10.77
Prevalence of overweight (% of adults),Eritrea,ERI,2008,10.37
Prevalence of overweight (% of adults),Eritrea,ERI,2007,9.97
Prevalence of overweight (% of adults),Eritrea,ERI,2006,9.58
Prevalence of overweight (% of adults),Eritrea,ERI,2005,9.19
Prevalence of overweight (% of adults),Eritrea,ERI,2004,8.8
Prevalence of overweight (% of adults),Eritrea,ERI,2003,8.42
Prevalence of overweight (% of adults),Eritrea,ERI,2002,8.05
Prevalence of overweight (% of adults),Eritrea,ERI,2001,7.69
Prevalence of overweight (% of adults),Eritrea,ERI,2000,7.35
Prevalence of overweight (% of adults),Eritrea,ERI,1999,7.03
Prevalence of overweight (% of adults),Eritrea,ERI,1998,6.74
Prevalence of overweight (% of adults),Eritrea,ERI,1997,6.46
Prevalence of overweight (% of adults),Eritrea,ERI,1996,6.19
Prevalence of overweight (% of adults),Eritrea,ERI,1995,5.95
Prevalence of overweight (% of adults),Eritrea,ERI,1994,5.72
Prevalence of overweight (% of adults),Eritrea,ERI,1993,5.51
Prevalence of overweight (% of adults),Eritrea,ERI,1992,5.31
Prevalence of overweight (% of adults),Eritrea,ERI,1991,5.11
Prevalence of overweight (% of adults),Eritrea,ERI,1990,4.93
Prevalence of overweight (% of adults),Estonia,EST,2022,57.21
Prevalence of overweight (% of adults),Estonia,EST,2021,56.86
Prevalence of overweight (% of adults),Estonia,EST,2020,56.51
Prevalence of overweight (% of adults),Estonia,EST,2019,56.15
Prevalence of overweight (% of adults),Estonia,EST,2018,55.78
Prevalence of overweight (% of adults),Estonia,EST,2017,55.4
Prevalence of overweight (% of adults),Estonia,EST,2016,55.02
Prevalence of overweight (% of adults),Estonia,EST,2015,54.65
Prevalence of overweight (% of adults),Estonia,EST,2014,54.27
Prevalence of overweight (% of adults),Estonia,EST,2013,53.9
Prevalence of overweight (% of adults),Estonia,EST,2012,53.53
Prevalence of overweight (% of adults),Estonia,EST,2011,53.15
Prevalence of overweight (% of adults),Estonia,EST,2010,52.74
Prevalence of overweight (% of adults),Estonia,EST,2009,52.31
Prevalence of overweight (% of adults),Estonia,EST,2008,51.84
Prevalence of overweight (% of adults),Estonia,EST,2007,51.34
Prevalence of overweight (% of adults),Estonia,EST,2006,50.79
Prevalence of overweight (% of adults),Estonia,EST,2005,50.22
Prevalence of overweight (% of adults),Estonia,EST,2004,49.62
Prevalence of overweight (% of adults),Estonia,EST,2003,49
Prevalence of overweight (% of adults),Estonia,EST,2002,48.37
Prevalence of overweight (% of adults),Estonia,EST,2001,47.74
Prevalence of overweight (% of adults),Estonia,EST,2000,47.13
Prevalence of overweight (% of adults),Estonia,EST,1999,46.54
Prevalence of overweight (% of adults),Estonia,EST,1998,45.99
Prevalence of overweight (% of adults),Estonia,EST,1997,45.5
Prevalence of overweight (% of adults),Estonia,EST,1996,45.08
Prevalence of overweight (% of adults),Estonia,EST,1995,44.72
Prevalence of overweight (% of adults),Estonia,EST,1994,44.41
Prevalence of overweight (% of adults),Estonia,EST,1993,44.15
Prevalence of overweight (% of adults),Estonia,EST,1992,43.95
Prevalence of overweight (% of adults),Estonia,EST,1991,43.78
Prevalence of overweight (% of adults),Estonia,EST,1990,43.63
Prevalence of overweight (% of adults),Eswatini,SWZ,2022,57.14
Prevalence of overweight (% of adults),Eswatini,SWZ,2021,56.24
Prevalence of overweight (% of adults),Eswatini,SWZ,2020,55.37
Prevalence of overweight (% of adults),Eswatini,SWZ,2019,54.53
Prevalence of overweight (% of adults),Eswatini,SWZ,2018,53.71
Prevalence of overweight (% of adults),Eswatini,SWZ,2017,52.89
Prevalence of overweight (% of adults),Eswatini,SWZ,2016,52.09
Prevalence of overweight (% of adults),Eswatini,SWZ,2015,51.28
Prevalence of overweight (% of adults),Eswatini,SWZ,2014,50.49
Prevalence of overweight (% of adults),Eswatini,SWZ,2013,49.7
Prevalence of overweight (% of adults),Eswatini,SWZ,2012,48.91
Prevalence of overweight (% of adults),Eswatini,SWZ,2011,48.11
Prevalence of overweight (% of adults),Eswatini,SWZ,2010,47.29
Prevalence of overweight (% of adults),Eswatini,SWZ,2009,46.46
Prevalence of overweight (% of adults),Eswatini,SWZ,2008,45.6
Prevalence of overweight (% of adults),Eswatini,SWZ,2007,44.68
Prevalence of overweight (% of adults),Eswatini,SWZ,2006,43.7
Prevalence of overweight (% of adults),Eswatini,SWZ,2005,42.69
Prevalence of overweight (% of adults),Eswatini,SWZ,2004,41.65
Prevalence of overweight (% of adults),Eswatini,SWZ,2003,40.59
Prevalence of overweight (% of adults),Eswatini,SWZ,2002,39.51
Prevalence of overweight (% of adults),Eswatini,SWZ,2001,38.42
Prevalence of overweight (% of adults),Eswatini,SWZ,2000,37.34
Prevalence of overweight (% of adults),Eswatini,SWZ,1999,36.27
Prevalence of overweight (% of adults),Eswatini,SWZ,1998,35.21
Prevalence of overweight (% of adults),Eswatini,SWZ,1997,34.16
Prevalence of overweight (% of adults),Eswatini,SWZ,1996,33.12
Prevalence of overweight (% of adults),Eswatini,SWZ,1995,32.13
Prevalence of overweight (% of adults),Eswatini,SWZ,1994,31.13
Prevalence of overweight (% of adults),Eswatini,SWZ,1993,30.16
Prevalence of overweight (% of adults),Eswatini,SWZ,1992,29.26
Prevalence of overweight (% of adults),Eswatini,SWZ,1991,28.39
Prevalence of overweight (% of adults),Eswatini,SWZ,1990,27.53
Prevalence of overweight (% of adults),Ethiopia,ETH,2022,10.87
Prevalence of overweight (% of adults),Ethiopia,ETH,2021,10.49
Prevalence of overweight (% of adults),Ethiopia,ETH,2020,10.12
Prevalence of overweight (% of adults),Ethiopia,ETH,2019,9.76
Prevalence of overweight (% of adults),Ethiopia,ETH,2018,9.43
Prevalence of overweight (% of adults),Ethiopia,ETH,2017,9.1
Prevalence of overweight (% of adults),Ethiopia,ETH,2016,8.79
Prevalence of overweight (% of adults),Ethiopia,ETH,2015,8.49
Prevalence of overweight (% of adults),Ethiopia,ETH,2014,8.2
Prevalence of overweight (% of adults),Ethiopia,ETH,2013,7.92
Prevalence of overweight (% of adults),Ethiopia,ETH,2012,7.66
Prevalence of overweight (% of adults),Ethiopia,ETH,2011,7.41
Prevalence of overweight (% of adults),Ethiopia,ETH,2010,7.16
Prevalence of overweight (% of adults),Ethiopia,ETH,2009,6.93
Prevalence of overweight (% of adults),Ethiopia,ETH,2008,6.7
Prevalence of overweight (% of adults),Ethiopia,ETH,2007,6.48
Prevalence of overweight (% of adults),Ethiopia,ETH,2006,6.25
Prevalence of overweight (% of adults),Ethiopia,ETH,2005,6.02
Prevalence of overweight (% of adults),Ethiopia,ETH,2004,5.8
Prevalence of overweight (% of adults),Ethiopia,ETH,2003,5.59
Prevalence of overweight (% of adults),Ethiopia,ETH,2002,5.38
Prevalence of overweight (% of adults),Ethiopia,ETH,2001,5.18
Prevalence of overweight (% of adults),Ethiopia,ETH,2000,4.99
Prevalence of overweight (% of adults),Ethiopia,ETH,1999,4.81
Prevalence of overweight (% of adults),Ethiopia,ETH,1998,4.64
Prevalence of overweight (% of adults),Ethiopia,ETH,1997,4.49
Prevalence of overweight (% of adults),Ethiopia,ETH,1996,4.34
Prevalence of overweight (% of adults),Ethiopia,ETH,1995,4.21
Prevalence of overweight (% of adults),Ethiopia,ETH,1994,4.08
Prevalence of overweight (% of adults),Ethiopia,ETH,1993,3.97
Prevalence of overweight (% of adults),Ethiopia,ETH,1992,3.85
Prevalence of overweight (% of adults),Ethiopia,ETH,1991,3.75
Prevalence of overweight (% of adults),Ethiopia,ETH,1990,3.64
Prevalence of overweight (% of adults),Fiji,FJI,2022,65.79
Prevalence of overweight (% of adults),Fiji,FJI,2021,65.23
Prevalence of overweight (% of adults),Fiji,FJI,2020,64.66
Prevalence of overweight (% of adults),Fiji,FJI,2019,64.1
Prevalence of overweight (% of adults),Fiji,FJI,2018,63.53
Prevalence of overweight (% of adults),Fiji,FJI,2017,62.95
Prevalence of overweight (% of adults),Fiji,FJI,2016,62.37
Prevalence of overweight (% of adults),Fiji,FJI,2015,61.78
Prevalence of overweight (% of adults),Fiji,FJI,2014,61.2
Prevalence of overweight (% of adults),Fiji,FJI,2013,60.62
Prevalence of overweight (% of adults),Fiji,FJI,2012,60.05
Prevalence of overweight (% of adults),Fiji,FJI,2011,59.48
Prevalence of overweight (% of adults),Fiji,FJI,2010,58.91
Prevalence of overweight (% of adults),Fiji,FJI,2009,58.35
Prevalence of overweight (% of adults),Fiji,FJI,2008,57.78
Prevalence of overweight (% of adults),Fiji,FJI,2007,57.22
Prevalence of overweight (% of adults),Fiji,FJI,2006,56.68
Prevalence of overweight (% of adults),Fiji,FJI,2005,56.14
Prevalence of overweight (% of adults),Fiji,FJI,2004,55.61
Prevalence of overweight (% of adults),Fiji,FJI,2003,55.09
Prevalence of overweight (% of adults),Fiji,FJI,2002,54.59
Prevalence of overweight (% of adults),Fiji,FJI,2001,54.1
Prevalence of overweight (% of adults),Fiji,FJI,2000,53.63
Prevalence of overweight (% of adults),Fiji,FJI,1999,53.17
Prevalence of overweight (% of adults),Fiji,FJI,1998,52.72
Prevalence of overweight (% of adults),Fiji,FJI,1997,52.27
Prevalence of overweight (% of adults),Fiji,FJI,1996,51.83
Prevalence of overweight (% of adults),Fiji,FJI,1995,51.39
Prevalence of overweight (% of adults),Fiji,FJI,1994,50.95
Prevalence of overweight (% of adults),Fiji,FJI,1993,50.52
Prevalence of overweight (% of adults),Fiji,FJI,1992,50.07
Prevalence of overweight (% of adults),Fiji,FJI,1991,49.62
Prevalence of overweight (% of adults),Fiji,FJI,1990,49.15
Prevalence of overweight (% of adults),Finland,FIN,2022,55.28
Prevalence of overweight (% of adults),Finland,FIN,2021,55.16
Prevalence of overweight (% of adults),Finland,FIN,2020,55.04
Prevalence of overweight (% of adults),Finland,FIN,2019,54.93
Prevalence of overweight (% of adults),Finland,FIN,2018,54.82
Prevalence of overweight (% of adults),Finland,FIN,2017,54.71
Prevalence of overweight (% of adults),Finland,FIN,2016,54.59
Prevalence of overweight (% of adults),Finland,FIN,2015,54.48
Prevalence of overweight (% of adults),Finland,FIN,2014,54.38
Prevalence of overweight (% of adults),Finland,FIN,2013,54.31
Prevalence of overweight (% of adults),Finland,FIN,2012,54.24
Prevalence of overweight (% of adults),Finland,FIN,2011,54.18
Prevalence of overweight (% of adults),Finland,FIN,2010,54.1
Prevalence of overweight (% of adults),Finland,FIN,2009,54.01
Prevalence of overweight (% of adults),Finland,FIN,2008,53.88
Prevalence of overweight (% of adults),Finland,FIN,2007,53.73
Prevalence of overweight (% of adults),Finland,FIN,2006,53.53
Prevalence of overweight (% of adults),Finland,FIN,2005,53.3
Prevalence of overweight (% of adults),Finland,FIN,2004,53.04
Prevalence of overweight (% of adults),Finland,FIN,2003,52.75
Prevalence of overweight (% of adults),Finland,FIN,2002,52.42
Prevalence of overweight (% of adults),Finland,FIN,2001,52.07
Prevalence of overweight (% of adults),Finland,FIN,2000,51.69
Prevalence of overweight (% of adults),Finland,FIN,1999,51.27
Prevalence of overweight (% of adults),Finland,FIN,1998,50.82
Prevalence of overweight (% of adults),Finland,FIN,1997,50.36
Prevalence of overweight (% of adults),Finland,FIN,1996,49.88
Prevalence of overweight (% of adults),Finland,FIN,1995,49.39
