Indicator Name,Country,Year,Value
Prevalence of overweight (% of adults),Costa Rica,1997,49.47
Prevalence of overweight (% of adults),Costa Rica,1996,48.44
Prevalence of overweight (% of adults),Costa Rica,1995,47.39
Prevalence of overweight (% of adults),Costa Rica,1994,46.33
Prevalence of overweight (% of adults),Costa Rica,1993,45.27
Prevalence of overweight (% of adults),Costa Rica,1992,44.2
Prevalence of overweight (% of adults),Costa Rica,1991,43.12
Prevalence of overweight (% of adults),Costa Rica,1990,42.04
Prevalence of overweight (% of adults),Cote d'Ivoire,2022,34.54
Prevalence of overweight (% of adults),Cote d'Ivoire,2021,33.89
Prevalence of overweight (% of adults),Cote d'Ivoire,2020,33.25
Prevalence of overweight (% of adults),Cote d'Ivoire,2019,32.63
Prevalence of overweight (% of adults),Cote d'Ivoire,2018,32.02
Prevalence of overweight (% of adults),Cote d'Ivoire,2017,31.44
Prevalence of overweight (% of adults),Cote d'Ivoire,2016,30.87
Prevalence of overweight (% of adults),Cote d'Ivoire,2015,30.32
Prevalence of overweight (% of adults),Cote d'Ivoire,2014,29.79
Prevalence of overweight (% of adults),Cote d'Ivoire,2013,29.28
Prevalence of overweight (% of adults),Cote d'Ivoire,2012,28.77
Prevalence of overweight (% of adults),Cote d'Ivoire,2011,28.25
Prevalence of overweight (% of adults),Cote d'Ivoire,2010,27.69
Prevalence of overweight (% of adults),Cote d'Ivoire,2009,27.09
Prevalence of overweight (% of adults),Cote d'Ivoire,2008,26.42
Prevalence of overweight (% of adults),Cote d'Ivoire,2007,25.71
Prevalence of overweight (% of adults),Cote d'Ivoire,2006,24.94
Prevalence of overweight (% of adults),Cote d'Ivoire,2005,24.12
Prevalence of overweight (% of adults),Cote d'Ivoire,2004,23.26
Prevalence of overweight (% of adults),Cote d'Ivoire,2003,22.38
Prevalence of overweight (% of adults),Cote d'Ivoire,2002,21.48
Prevalence of overweight (% of adults),Cote d'Ivoire,2001,20.58
Prevalence of overweight (% of adults),Cote d'Ivoire,2000,19.68
Prevalence of overweight (% of adults),Cote d'Ivoire,1999,18.8
Prevalence of overweight (% of adults),Cote d'Ivoire,1998,17.94
Prevalence of overweight (% of adults),Cote d'Ivoire,1997,17.11
Prevalence of overweight (% of adults),Cote d'Ivoire,1996,16.33
Prevalence of overweight (% of adults),Cote d'Ivoire,1995,15.57
Prevalence of overweight (% of adults),Cote d'Ivoire,1994,14.85
Prevalence of overweight (% of adults),Cote d'Ivoire,1993,14.16
Prevalence of overweight (% of adults),Cote d'Ivoire,1992,13.49
Prevalence of overweight (% of adults),Cote d'Ivoire,1991,12.85
Prevalence of overweight (% of adults),Cote d'Ivoire,1990,12.24
Prevalence of overweight (% of adults),Croatia,2022,64.22
Prevalence of overweight (% of adults),Croatia,2021,63.6
Prevalence of overweight (% of adults),Croatia,2020,62.99
Prevalence of overweight (% of adults),Croatia,2019,62.38
Prevalence of overweight (% of adults),Croatia,2018,61.77
Prevalence of overweight (% of adults),Croatia,2017,61.16
Prevalence of overweight (% of adults),Croatia,2016,60.55
Prevalence of overweight (% of adults),Croatia,2015,59.93
Prevalence of overweight (% of adults),Croatia,2014,59.32
Prevalence of overweight (% of adults),Croatia,2013,58.72
Prevalence of overweight (% of adults),Croatia,2012,58.11
Prevalence of overweight (% of adults),Croatia,2011,57.5
Prevalence of overweight (% of adults),Croatia,2010,56.88
Prevalence of overweight (% of adults),Croatia,2009,56.25
Prevalence of overweight (% of adults),Croatia,2008,55.59
Prevalence of overweight (% of adults),Croatia,2007,54.92
Prevalence of overweight (% of adults),Croatia,2006,54.24
Prevalence of overweight (% of adults),Croatia,2005,53.54
Prevalence of overweight (% of adults),Croatia,2004,52.85
Prevalence of overweight (% of adults),Croatia,2003,52.16
Prevalence of overweight (% of adults),Croatia,2002,51.48
Prevalence of overweight (% of adults),Croatia,2001,50.82
Prevalence of overweight (% of adults),Croatia,2000,50.19
Prevalence of overweight (% of adults),Croatia,1999,49.61
Prevalence of overweight (% of adults),Croatia,1998,49.06
Prevalence of overweight (% of adults),Croatia,1997,48.56
Prevalence of overweight (% of adults),Croatia,1996,48.1
Prevalence of overweight (% of adults),Croatia,1995,47.68
Prevalence of overweight (% of adults),Croatia,1994,47.28
Prevalence of overweight (% of adults),Croatia,1993,46.9
Prevalence of overweight (% of adults),Croatia,1992,46.54
Prevalence of overweight (% of adults),Croatia,1991,46.18
Prevalence of overweight (% of adults),Croatia,1990,45.83
Prevalence of overweight (% of adults),Cuba,2022,55.56
Prevalence of overweight (% of adults),Cuba,2021,54.73
Prevalence of overweight (% of adults),Cuba,2020,53.9
Prevalence of overweight (% of adults),Cuba,2019,53.07
Prevalence of overweight (% of adults),Cuba,2018,52.23
Prevalence of overweight (% of adults),Cuba,2017,51.39
Prevalence of overweight (% of adults),Cuba,2016,50.54
Prevalence of overweight (% of adults),Cuba,2015,49.69
Prevalence of overweight (% of adults),Cuba,2014,48.84
Prevalence of overweight (% of adults),Cuba,2013,47.98
Prevalence of overweight (% of adults),Cuba,2012,47.13
Prevalence of overweight (% of adults),Cuba,2011,46.26
Prevalence of overweight (% of adults),Cuba,2010,45.39
Prevalence of overweight (% of adults),Cuba,2009,44.51
Prevalence of overweight (% of adults),Cuba,2008,43.62
Prevalence of overweight (% of adults),Cuba,2007,42.72
Prevalence of overweight (% of adults),Cuba,2006,41.82
Prevalence of overweight (% of adults),Cuba,2005,40.91
Prevalence of overweight (% of adults),Cuba,2004,40
Prevalence of overweight (% of adults),Cuba,2003,39.08
Prevalence of overweight (% of adults),Cuba,2002,38.16
Prevalence of overweight (% of adults),Cuba,2001,37.23
Prevalence of overweight (% of adults),Cuba,2000,36.31
Prevalence of overweight (% of adults),Cuba,1999,35.39
Prevalence of overweight (% of adults),Cuba,1998,34.48
Prevalence of overweight (% of adults),Cuba,1997,33.59
Prevalence of overweight (% of adults),Cuba,1996,32.73
Prevalence of overweight (% of adults),Cuba,1995,31.89
Prevalence of overweight (% of adults),Cuba,1994,31.08
Prevalence of overweight (% of adults),Cuba,1993,30.29
Prevalence of overweight (% of adults),Cuba,1992,29.53
Prevalence of overweight (% of adults),Cuba,1991,28.79
Prevalence of overweight (% of adults),Cuba,1990,28.07
Prevalence of overweight (% of adults),Cyprus,2022,53.82
Prevalence of overweight (% of adults),Cyprus,2021,53.84
Prevalence of overweight (% of adults),Cyprus,2020,53.87
Prevalence of overweight (% of adults),Cyprus,2019,53.91
Prevalence of overweight (% of adults),Cyprus,2018,53.95
Prevalence of overweight (% of adults),Cyprus,2017,53.99
Prevalence of overweight (% of adults),Cyprus,2016,54.04
Prevalence of overweight (% of adults),Cyprus,2015,54.08
Prevalence of overweight (% of adults),Cyprus,2014,54.12
Prevalence of overweight (% of adults),Cyprus,2013,54.17
Prevalence of overweight (% of adults),Cyprus,2012,54.21
Prevalence of overweight (% of adults),Cyprus,2011,54.23
Prevalence of overweight (% of adults),Cyprus,2010,54.24
Prevalence of overweight (% of adults),Cyprus,2009,54.21
Prevalence of overweight (% of adults),Cyprus,2008,54.14
Prevalence of overweight (% of adults),Cyprus,2007,54.02
Prevalence of overweight (% of adults),Cyprus,2006,53.86
Prevalence of overweight (% of adults),Cyprus,2005,53.65
Prevalence of overweight (% of adults),Cyprus,2004,53.41
Prevalence of overweight (% of adults),Cyprus,2003,53.13
Prevalence of overweight (% of adults),Cyprus,2002,52.82
Prevalence of overweight (% of adults),Cyprus,2001,52.48
Prevalence of overweight (% of adults),Cyprus,2000,52.11
Prevalence of overweight (% of adults),Cyprus,1999,51.72
Prevalence of overweight (% of adults),Cyprus,1998,51.33
Prevalence of overweight (% of adults),Cyprus,1997,50.94
Prevalence of overweight (% of adults),Cyprus,1996,50.56
Prevalence of overweight (% of adults),Cyprus,1995,50.2
Prevalence of overweight (% of adults),Cyprus,1994,49.85
Prevalence of overweight (% of adults),Cyprus,1993,49.52
Prevalence of overweight (% of adults),Cyprus,1992,49.21
Prevalence of overweight (% of adults),Cyprus,1991,48.91
Prevalence of overweight (% of adults),Cyprus,1990,48.63
Prevalence of overweight (% of adults),Czechia,2022,59.54
Prevalence of overweight (% of adults),Czechia,2021,59.14
Prevalence of overweight (% of adults),Czechia,2020,58.77
Prevalence of overweight (% of adults),Czechia,2019,58.4
Prevalence of overweight (% of adults),Czechia,2018,58.02
Prevalence of overweight (% of adults),Czechia,2017,57.64
Prevalence of overweight (% of adults),Czechia,2016,57.26
Prevalence of overweight (% of adults),Czechia,2015,56.88
Prevalence of overweight (% of adults),Czechia,2014,56.51
Prevalence of overweight (% of adults),Czechia,2013,56.16
Prevalence of overweight (% of adults),Czechia,2012,55.83
Prevalence of overweight (% of adults),Czechia,2011,55.52
Prevalence of overweight (% of adults),Czechia,2010,55.23
Prevalence of overweight (% of adults),Czechia,2009,54.95
Prevalence of overweight (% of adults),Czechia,2008,54.69
Prevalence of overweight (% of adults),Czechia,2007,54.46
Prevalence of overweight (% of adults),Czechia,2006,54.24
Prevalence of overweight (% of adults),Czechia,2005,54.07
Prevalence of overweight (% of adults),Czechia,2004,53.93
Prevalence of overweight (% of adults),Czechia,2003,53.83
Prevalence of overweight (% of adults),Czechia,2002,53.77
Prevalence of overweight (% of adults),Czechia,2001,53.74
Prevalence of overweight (% of adults),Czechia,2000,53.75
Prevalence of overweight (% of adults),Czechia,1999,53.81
Prevalence of overweight (% of adults),Czechia,1998,53.92
Prevalence of overweight (% of adults),Czechia,1997,54.07
Prevalence of overweight (% of adults),Czechia,1996,54.25
Prevalence of overweight (% of adults),Czechia,1995,54.47
Prevalence of overweight (% of adults),Czechia,1994,54.71
Prevalence of overweight (% of adults),Czechia,1993,54.97
Prevalence of overweight (% of adults),Czechia,1992,55.23
Prevalence of overweight (% of adults),Czechia,1991,55.49
Prevalence of overweight (% of adults),Czechia,1990,55.75
Prevalence of overweight (% of adults),Denmark,2022,44.91
Prevalence of overweight (% of adults),Denmark,2021,44.89
Prevalence of overweight (% of adults),Denmark,2020,44.87
Prevalence of overweight (% of adults),Denmark,2019,44.85
Prevalence of overweight (% of adults),Denmark,2018,44.83
Prevalence of overweight (% of adults),Denmark,2017,44.81
Prevalence of overweight (% of adults),Denmark,2016,44.78
Prevalence of overweight (% of adults),Denmark,2015,44.76
Prevalence of overweight (% of adults),Denmark,2014,44.74
Prevalence of overweight (% of adults),Denmark,2013,44.72
Prevalence of overweight (% of adults),Denmark,2012,44.71
Prevalence of overweight (% of adults),Denmark,2011,44.68
Prevalence of overweight (% of adults),Denmark,2010,44.62
Prevalence of overweight (% of adults),Denmark,2009,44.53
Prevalence of overweight (% of adults),Denmark,2008,44.37
Prevalence of overweight (% of adults),Denmark,2007,44.15
Prevalence of overweight (% of adults),Denmark,2006,43.88
Prevalence of overweight (% of adults),Denmark,2005,43.54
Prevalence of overweight (% of adults),Denmark,2004,43.15
Prevalence of overweight (% of adults),Denmark,2003,42.71
Prevalence of overweight (% of adults),Denmark,2002,42.22
Prevalence of overweight (% of adults),Denmark,2001,41.7
Prevalence of overweight (% of adults),Denmark,2000,41.15
Prevalence of overweight (% of adults),Denmark,1999,40.56
Prevalence of overweight (% of adults),Denmark,1998,39.94
Prevalence of overweight (% of adults),Denmark,1997,39.31
Prevalence of overweight (% of adults),Denmark,1996,38.66
Prevalence of overweight (% of adults),Denmark,1995,38.01
Prevalence of overweight (% of adults),Denmark,1994,37.36
Prevalence of overweight (% of adults),Denmark,1993,36.72
Prevalence of overweight (% of adults),Denmark,1992,36.08
Prevalence of overweight (% of adults),Denmark,1991,35.44
Prevalence of overweight (% of adults),Denmark,1990,34.79
Prevalence of overweight (% of adults),Djibouti,2022,29.77
Prevalence of overweight (% of adults),Djibouti,2021,28.99
Prevalence of overweight (% of adults),Djibouti,2020,28.23
Prevalence of overweight (% of adults),Djibouti,2019,27.49
Prevalence of overweight (% of adults),Djibouti,2018,26.77
Prevalence of overweight (% of adults),Djibouti,2017,26.07
Prevalence of overweight (% of adults),Djibouti,2016,25.38
Prevalence of overweight (% of adults),Djibouti,2015,24.72
Prevalence of overweight (% of adults),Djibouti,2014,24.07
Prevalence of overweight (% of adults),Djibouti,2013,23.44
Prevalence of overweight (% of adults),Djibouti,2012,22.82
Prevalence of overweight (% of adults),Djibouti,2011,22.22
Prevalence of overweight (% of adults),Djibouti,2010,21.62
Prevalence of overweight (% of adults),Djibouti,2009,21.03
Prevalence of overweight (% of adults),Djibouti,2008,20.44
Prevalence of overweight (% of adults),Djibouti,2007,19.84
Prevalence of overweight (% of adults),Djibouti,2006,19.24
Prevalence of overweight (% of adults),Djibouti,2005,18.63
Prevalence of overweight (% of adults),Djibouti,2004,18.03
Prevalence of overweight (% of adults),Djibouti,2003,17.43
Prevalence of overweight (% of adults),Djibouti,2002,16.84
Prevalence of overweight (% of adults),Djibouti,2001,16.27
Prevalence of overweight (% of adults),Djibouti,2000,15.72
Prevalence of overweight (% of adults),Djibouti,1999,15.19
Prevalence of overweight (% of adults),Djibouti,1998,14.68
Prevalence of overweight (% of adults),Djibouti,1997,14.2
Prevalence of overweight (% of adults),Djibouti,1996,13.74
Prevalence of overweight (% of adults),Djibouti,1995,13.31
Prevalence of overweight (% of adults),Djibouti,1994,12.9
Prevalence of overweight (% of adults),Djibouti,1993,12.5
Prevalence of overweight (% of adults),Djibouti,1992,12.12
Prevalence of overweight (% of adults),Djibouti,1991,11.75
Prevalence of overweight (% of adults),Djibouti,1990,11.39
Prevalence of overweight (% of adults),Dominica,2022,59.01
Prevalence of overweight (% of adults),Dominica,2021,58.39
Prevalence of overweight (% of adults),Dominica,2020,57.77
Prevalence of overweight (% of adults),Dominica,2019,57.14
Prevalence of overweight (% of adults),Dominica,2018,56.5
Prevalence of overweight (% of adults),Dominica,2017,55.86
Prevalence of overweight (% of adults),Dominica,2016,55.22
Prevalence of overweight (% of adults),Dominica,2015,54.6
Prevalence of overweight (% of adults),Dominica,2014,53.9
Prevalence of overweight (% of adults),Dominica,2013,53.2
Prevalence of overweight (% of adults),Dominica,2012,52.57
Prevalence of overweight (% of adults),Dominica,2011,51.89
Prevalence of overweight (% of adults),Dominica,2010,51.22
Prevalence of overweight (% of adults),Dominica,2009,50.55
Prevalence of overweight (% of adults),Dominica,2008,49.87
Prevalence of overweight (% of adults),Dominica,2007,49.16
Prevalence of overweight (% of adults),Dominica,2006,48.42
Prevalence of overweight (% of adults),Dominica,2005,47.66
Prevalence of overweight (% of adults),Dominica,2004,46.88
Prevalence of overweight (% of adults),Dominica,2003,46.08
Prevalence of overweight (% of adults),Dominica,2002,45.26
Prevalence of overweight (% of adults),Dominica,2001,44.41
Prevalence of overweight (% of adults),Dominica,2000,43.55
Prevalence of overweight (% of adults),Dominica,1999,42.69
Prevalence of overweight (% of adults),Dominica,1998,41.82
Prevalence of overweight (% of adults),Dominica,1997,40.96
Prevalence of overweight (% of adults),Dominica,1996,40.1
Prevalence of overweight (% of adults),Dominica,1995,39.25
Prevalence of overweight (% of adults),Dominica,1994,38.41
Prevalence of overweight (% of adults),Dominica,1993,37.61
Prevalence of overweight (% of adults),Dominica,1992,36.82
Prevalence of overweight (% of adults),Dominica,1991,36.04
Prevalence of overweight (% of adults),Dominica,1990,35.27
Prevalence of overweight (% of adults),Dominican Republic,2022,63.31
Prevalence of overweight (% of adults),Dominican Republic,2021,62.52
Prevalence of overweight (% of adults),Dominican Republic,2020,61.73
Prevalence of overweight (% of adults),Dominican Republic,2019,60.93
Prevalence of overweight (% of adults),Dominican Republic,2018,60.13
Prevalence of overweight (% of adults),Dominican Republic,2017,59.32
Prevalence of overweight (% of adults),Dominican Republic,2016,58.49
Prevalence of overweight (% of adults),Dominican Republic,2015,57.66
Prevalence of overweight (% of adults),Dominican Republic,2014,56.81
Prevalence of overweight (% of adults),Dominican Republic,2013,55.96
Prevalence of overweight (% of adults),Dominican Republic,2012,55.1
Prevalence of overweight (% of adults),Dominican Republic,2011,54.21
Prevalence of overweight (% of adults),Dominican Republic,2010,53.29
Prevalence of overweight (% of adults),Dominican Republic,2009,52.35
Prevalence of overweight (% of adults),Dominican Republic,2008,51.38
Prevalence of overweight (% of adults),Dominican Republic,2007,50.39
Prevalence of overweight (% of adults),Dominican Republic,2006,49.36
Prevalence of overweight (% of adults),Dominican Republic,2005,48.31
Prevalence of overweight (% of adults),Dominican Republic,2004,47.24
Prevalence of overweight (% of adults),Dominican Republic,2003,46.13
Prevalence of overweight (% of adults),Dominican Republic,2002,45
Prevalence of overweight (% of adults),Dominican Republic,2001,43.87
Prevalence of overweight (% of adults),Dominican Republic,2000,42.72
Prevalence of overweight (% of adults),Dominican Republic,1999,41.57
Prevalence of overweight (% of adults),Dominican Republic,1998,40.41
Prevalence of overweight (% of adults),Dominican Republic,1997,39.27
Prevalence of overweight (% of adults),Dominican Republic,1996,38.14
Prevalence of overweight (% of adults),Dominican Republic,1995,37.04
Prevalence of overweight (% of adults),Dominican Republic,1994,35.96
Prevalence of overweight (% of adults),Dominican Republic,1993,34.9
Prevalence of overweight (% of adults),Dominican Republic,1992,33.85
Prevalence of overweight (% of adults),Dominican Republic,1991,32.83
Prevalence of overweight (% of adults),Dominican Republic,1990,31.84
Prevalence of overweight (% of adults),Ecuador,2022,66.75
Prevalence of overweight (% of adults),Ecuador,2021,66.06
Prevalence of overweight (% of adults),Ecuador,2020,65.36
Prevalence of overweight (% of adults),Ecuador,2019,64.66
Prevalence of overweight (% of adults),Ecuador,2018,63.97
Prevalence of overweight (% of adults),Ecuador,2017,63.27
Prevalence of overweight (% of adults),Ecuador,2016,62.58
Prevalence of overweight (% of adults),Ecuador,2015,61.87
Prevalence of overweight (% of adults),Ecuador,2014,61.16
Prevalence of overweight (% of adults),Ecuador,2013,60.44
Prevalence of overweight (% of adults),Ecuador,2012,59.71
Prevalence of overweight (% of adults),Ecuador,2011,58.96
Prevalence of overweight (% of adults),Ecuador,2010,58.2
Prevalence of overweight (% of adults),Ecuador,2009,57.44
Prevalence of overweight (% of adults),Ecuador,2008,56.69
Prevalence of overweight (% of adults),Ecuador,2007,55.94
Prevalence of overweight (% of adults),Ecuador,2006,55.19
Prevalence of overweight (% of adults),Ecuador,2005,54.46
Prevalence of overweight (% of adults),Ecuador,2004,53.72
Prevalence of overweight (% of adults),Ecuador,2003,52.98
Prevalence of overweight (% of adults),Ecuador,2002,52.23
Prevalence of overweight (% of adults),Ecuador,2001,51.47
Prevalence of overweight (% of adults),Ecuador,2000,50.71
Prevalence of overweight (% of adults),Ecuador,1999,49.93
Prevalence of overweight (% of adults),Ecuador,1998,49.14
Prevalence of overweight (% of adults),Ecuador,1997,48.35
Prevalence of overweight (% of adults),Ecuador,1996,47.56
Prevalence of overweight (% of adults),Ecuador,1995,46.77
Prevalence of overweight (% of adults),Ecuador,1994,45.99
Prevalence of overweight (% of adults),Ecuador,1993,45.21
Prevalence of overweight (% of adults),Ecuador,1992,44.44
Prevalence of overweight (% of adults),Ecuador,1991,43.68
Prevalence of overweight (% of adults),Ecuador,1990,42.92
Prevalence of overweight (% of adults),"Egypt, Arab Rep.",2022,73.35
Prevalence of overweight (% of adults),"Egypt, Arab Rep.",2021,73.09
Prevalence of overweight (% of adults),"Egypt, Arab Rep.",2020,72.82
Prevalence of overweight (% of adults),"Egypt, Arab Rep.",2019,72.56
Prevalence of overweight (% of adults),"Egypt, Arab Rep.",2018,72.28
Prevalence of overweight (% of adults),"Egypt, Arab Rep.",2017,71.98
Prevalence of overweight (% of adults),"Egypt, Arab Rep.",2016,71.66
Prevalence of overweight (% of adults),"Egypt, Arab Rep.",2015,71.3
Prevalence of overweight (% of adults),"Egypt, Arab Rep.",2014,70.93
Prevalence of overweight (% of adults),"Egypt, Arab Rep.",2013,70.53
Prevalence of overweight (% of adults),"Egypt, Arab Rep.",2012,70.12
Prevalence of overweight (% of adults),"Egypt, Arab Rep.",2011,69.68
Prevalence of overweight (% of adults),"Egypt, Arab Rep.",2010,69.23
Prevalence of overweight (% of adults),"Egypt, Arab Rep.",2009,68.74
Prevalence of overweight (% of adults),"Egypt, Arab Rep.",2008,68.22
Prevalence of overweight (% of adults),"Egypt, Arab Rep.",2007,67.68
Prevalence of overweight (% of adults),"Egypt, Arab Rep.",2006,67.09
Prevalence of overweight (% of adults),"Egypt, Arab Rep.",2005,66.46
Prevalence of overweight (% of adults),"Egypt, Arab Rep.",2004,65.78
Prevalence of overweight (% of adults),"Egypt, Arab Rep.",2003,65.03
Prevalence of overweight (% of adults),"Egypt, Arab Rep.",2002,64.22
Prevalence of overweight (% of adults),"Egypt, Arab Rep.",2001,63.35
Prevalence of overweight (% of adults),"Egypt, Arab Rep.",2000,62.42
Prevalence of overweight (% of adults),"Egypt, Arab Rep.",1999,61.45
Prevalence of overweight (% of adults),"Egypt, Arab Rep.",1998,60.44
Prevalence of overweight (% of adults),"Egypt, Arab Rep.",1997,59.42
Prevalence of overweight (% of adults),"Egypt, Arab Rep.",1996,58.38
Prevalence of overweight (% of adults),"Egypt, Arab Rep.",1995,57.34
Prevalence of overweight (% of adults),"Egypt, Arab Rep.",1994,56.31
Prevalence of overweight (% of adults),"Egypt, Arab Rep.",1993,55.28
Prevalence of overweight (% of adults),"Egypt, Arab Rep.",1992,54.26
Prevalence of overweight (% of adults),"Egypt, Arab Rep.",1991,53.25
Prevalence of overweight (% of adults),"Egypt, Arab Rep.",1990,52.24
Prevalence of overweight (% of adults),El Salvador,2022,66.17
Prevalence of overweight (% of adults),El Salvador,2021,65.78
Prevalence of overweight (% of adults),El Salvador,2020,65.38
Prevalence of overweight (% of adults),El Salvador,2019,64.98
Prevalence of overweight (% of adults),El Salvador,2018,64.58
Prevalence of overweight (% of adults),El Salvador,2017,64.16
Prevalence of overweight (% of adults),El Salvador,2016,63.72
Prevalence of overweight (% of adults),El Salvador,2015,63.25
Prevalence of overweight (% of adults),El Salvador,2014,62.76
Prevalence of overweight (% of adults),El Salvador,2013,62.25
Prevalence of overweight (% of adults),El Salvador,2012,61.71
Prevalence of overweight (% of adults),El Salvador,2011,61.14
Prevalence of overweight (% of adults),El Salvador,2010,60.56
Prevalence of overweight (% of adults),El Salvador,2009,59.96
Prevalence of overweight (% of adults),El Salvador,2008,59.34
Prevalence of overweight (% of adults),El Salvador,2007,58.71
Prevalence of overweight (% of adults),El Salvador,2006,58.05
Prevalence of overweight (% of adults),El Salvador,2005,57.37
Prevalence of overweight (% of adults),El Salvador,2004,56.67
Prevalence of overweight (% of adults),El Salvador,2003,55.93
Prevalence of overweight (% of adults),El Salvador,2002,55.17
Prevalence of overweight (% of adults),El Salvador,2001,54.36
Prevalence of overweight (% of adults),El Salvador,2000,53.52
Prevalence of overweight (% of adults),El Salvador,1999,52.64
Prevalence of overweight (% of adults),El Salvador,1998,51.72
Prevalence of overweight (% of adults),El Salvador,1997,50.78
Prevalence of overweight (% of adults),El Salvador,1996,49.82
Prevalence of overweight (% of adults),El Salvador,1995,48.84
Prevalence of overweight (% of adults),El Salvador,1994,47.84
Prevalence of overweight (% of adults),El Salvador,1993,46.84
Prevalence of overweight (% of adults),El Salvador,1992,45.83
Prevalence of overweight (% of adults),El Salvador,1991,44.8
Prevalence of overweight (% of adults),El Salvador,1990,43.77
Prevalence of overweight (% of adults),Equatorial Guinea,2022,39.51
Prevalence of overweight (% of adults),Equatorial Guinea,2021,38.91
Prevalence of overweight (% of adults),Equatorial Guinea,2020,38.3
Prevalence of overweight (% of adults),Equatorial Guinea,2019,37.73
Prevalence of overweight (% of adults),Equatorial Guinea,2018,37.21
Prevalence of overweight (% of adults),Equatorial Guinea,2017,36.71
Prevalence of overweight (% of adults),Equatorial Guinea,2016,36.22
Prevalence of overweight (% of adults),Equatorial Guinea,2015,35.73
Prevalence of overweight (% of adults),Equatorial Guinea,2014,35.27
Prevalence of overweight (% of adults),Equatorial Guinea,2013,34.81
Prevalence of overweight (% of adults),Equatorial Guinea,2012,34.36
Prevalence of overweight (% of adults),Equatorial Guinea,2011,33.9
Prevalence of overweight (% of adults),Equatorial Guinea,2010,33.39
Prevalence of overweight (% of adults),Equatorial Guinea,2009,32.83
Prevalence of overweight (% of adults),Equatorial Guinea,2008,32.24
Prevalence of overweight (% of adults),Equatorial Guinea,2007,31.59
Prevalence of overweight (% of adults),Equatorial Guinea,2006,30.91
Prevalence of overweight (% of adults),Equatorial Guinea,2005,30.19
Prevalence of overweight (% of adults),Equatorial Guinea,2004,29.44
Prevalence of overweight (% of adults),Equatorial Guinea,2003,28.66
Prevalence of overweight (% of adults),Equatorial Guinea,2002,27.85
Prevalence of overweight (% of adults),Equatorial Guinea,2001,27.03
Prevalence of overweight (% of adults),Equatorial Guinea,2000,26.19
Prevalence of overweight (% of adults),Equatorial Guinea,1999,25.38
Prevalence of overweight (% of adults),Equatorial Guinea,1998,24.59
Prevalence of overweight (% of adults),Equatorial Guinea,1997,23.82
Prevalence of overweight (% of adults),Equatorial Guinea,1996,23.06
Prevalence of overweight (% of adults),Equatorial Guinea,1995,22.31
Prevalence of overweight (% of adults),Equatorial Guinea,1994,21.58
Prevalence of overweight (% of adults),Equatorial Guinea,1993,20.83
Prevalence of overweight (% of adults),Equatorial Guinea,1992,20.09
Prevalence of overweight (% of adults),Equatorial Guinea,1991,19.35
Prevalence of overweight (% of adults),Equatorial Guinea,1990,18.63
Prevalence of overweight (% of adults),Eritrea,2022,17.21
Prevalence of overweight (% of adults),Eritrea,2021,16.6
Prevalence of overweight (% of adults),Eritrea,2020,16.02
Prevalence of overweight (% of adults),Eritrea,2019,15.46
Prevalence of overweight (% of adults),Eritrea,2018,14.91
Prevalence of overweight (% of adults),Eritrea,2017,14.39
Prevalence of overweight (% of adults),Eritrea,2016,13.88
Prevalence of overweight (% of adults),Eritrea,2015,13.39
Prevalence of overweight (% of adults),Eritrea,2014,12.91
Prevalence of overweight (% of adults),Eritrea,2013,12.45
Prevalence of overweight (% of adults),Eritrea,2012,12.01
Prevalence of overweight (% of adults),Eritrea,2011,11.58
Prevalence of overweight (% of adults),Eritrea,2010,11.17
Prevalence of overweight (% of adults),Eritrea,2009,10.77
Prevalence of overweight (% of adults),Eritrea,2008,10.37
Prevalence of overweight (% of adults),Eritrea,2007,9.97
Prevalence of overweight (% of adults),Eritrea,2006,9.58
Prevalence of overweight (% of adults),Eritrea,2005,9.19
Prevalence of overweight (% of adults),Eritrea,2004,8.8
Prevalence of overweight (% of adults),Eritrea,2003,8.42
Prevalence of overweight (% of adults),Eritrea,2002,8.05
Prevalence of overweight (% of adults),Eritrea,2001,7.69
Prevalence of overweight (% of adults),Eritrea,2000,7.35
Prevalence of overweight (% of adults),Eritrea,1999,7.03
Prevalence of overweight (% of adults),Eritrea,1998,6.74
Prevalence of overweight (% of adults),Eritrea,1997,6.46
Prevalence of overweight (% of adults),Eritrea,1996,6.19
Prevalence of overweight (% of adults),Eritrea,1995,5.95
Prevalence of overweight (% of adults),Eritrea,1994,5.72
Prevalence of overweight (% of adults),Eritrea,1993,5.51
Prevalence of overweight (% of adults),Eritrea,1992,5.31
Prevalence of overweight (% of adults),Eritrea,1991,5.11
Prevalence of overweight (% of adults),Eritrea,1990,4.93
Prevalence of overweight (% of adults),Estonia,2022,57.21
Prevalence of overweight (% of adults),Estonia,2021,56.86
Prevalence of overweight (% of adults),Estonia,2020,56.51
Prevalence of overweight (% of adults),Estonia,2019,56.15
Prevalence of overweight (% of adults),Estonia,2018,55.78
Prevalence of overweight (% of adults),Estonia,2017,55.4
Prevalence of overweight (% of adults),Estonia,2016,55.02
Prevalence of overweight (% of adults),Estonia,2015,54.65
Prevalence of overweight (% of adults),Estonia,2014,54.27
Prevalence of overweight (% of adults),Estonia,2013,53.9
Prevalence of overweight (% of adults),Estonia,2012,53.53
Prevalence of overweight (% of adults),Estonia,2011,53.15
Prevalence of overweight (% of adults),Estonia,2010,52.74
