"country","code","indicator","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024"
"Sub-Saharan Africa","SSF","Life expectancy at birth, total (years)",49.90101906,50.18223755,50.11989552,50.49489519,50.45143605,50.62381375,50.56604778,51.00716292,51.64524456,51.98718524,52.35739431,52.82737581,53.34646131,53.89326974,54.59012583,55.26332456,55.88731425,56.36796304,57.10706045,57.47344184,58.22811901,58.71796043,58.98557239,59.39872147,59.8121002,60.15840153,60.76672751,61.12932184,61.16752708,60.70343637,61.85717959,62.60291349,NA
"Small states","SST","Life expectancy at birth, total (years)",65.68629946,65.72668803,65.6344676,65.72245031,65.97902802,66.01878175,65.99793181,66.12450214,66.98810184,67.17513971,67.32053304,67.5137797,67.73446458,68.01842202,68.2773677,68.57611184,68.92081923,69.27067975,69.69331189,70.00143757,70.27259592,70.61569802,70.85361544,71.1242805,71.37598503,71.65561941,71.86407356,72.00096073,71.82555528,70.77568259,72.37946786,72.90071976,NA
"Sao Tome and Principe","STP","Life expectancy at birth, total (years)",60.706,60.618,60.552,60.536,60.576,60.648,60.785,60.976,61.207,61.5,61.826,62.158,62.56,62.434,63.041,63.336,63.448,63.669,63.867,64.122,64.505,64.93,65.478,66.023,66.563,67.074,67.602,68.043,67.979,68.026,69.237,69.718,NA
"Suriname","SUR","Life expectancy at birth, total (years)",62.246,62.382,62.542,62.779,63.079,63.385,63.706,64.035,64.409,64.82,65.274,65.778,66.362,66.997,67.643,68.307,68.873,69.323,69.626,69.82,69.957,70.11,70.33,70.567,70.979,71.247,71.468,71.773,72.321,68.943,73.254,73.631,NA
"Slovak Republic","SVK","Life expectancy at birth, total (years)",71.79512195,72.44878049,72.3,72.25365854,72.65365854,72.70487805,72.55121951,72.90243902,73.05121951,73.40243902,73.60487805,73.60487805,73.95853659,73.90487805,74.20487805,74.20731707,74.70487805,74.9097561,75.11219512,75.95853659,76.1097561,76.41219512,76.81219512,76.56341463,77.16585366,77.16585366,77.26585366,77.66585366,76.86585366,74.61463415,76.96585366,78.01707317,NA
"Slovenia","SVN","Life expectancy at birth, total (years)",73.30487805,73.25365854,73.40487805,73.95853659,74.45853659,74.70731707,74.80731707,75.0097561,75.41219512,75.75853659,76.00731707,76.85853659,77.20731707,77.61219512,78.08658537,78.56097561,78.76585366,78.97073171,79.42195122,79.97073171,80.12439024,80.32195122,81.07804878,80.77560976,81.17560976,81.02926829,81.37804878,81.52926829,80.53170732,80.67560976,81.28292683,81.97804878,NA
"Sweden","SWE","Life expectancy at birth, total (years)",77.99878049,78.0604878,78.6502439,78.7404878,78.95902439,79.19756098,79.33902439,79.44146341,79.64390244,79.79512195,79.84634146,80.09512195,80.49756098,80.54634146,80.74878049,80.9,81.1,81.35121951,81.45121951,81.80243902,81.70487805,81.95609756,82.25365854,82.20487805,82.30731707,82.4097561,82.55853659,83.1097561,82.35609756,83.05609756,83.05853659,83.3097561,NA
"Eswatini","SWZ","Life expectancy at birth, total (years)",59.284,58.092,56.643,55.08,53.296,51.699,50.066,48.808,47.627,46.344,45.38,44.632,43.906,43.958,44.563,45.16,45.853,46.913,48.331,49.057,50.714,52.11,53.491,54.941,56.228,57.574,58.707,59.85,59.862,58.228,63.028,64.123,NA
"Sint Maarten (Dutch part)","SXM","Life expectancy at birth, total (years)",72.402,72.462,72.597,72.849,73.188,73.551,73.9,74.222,74.409,74.525,74.585,74.588,74.618,74.681,74.779,74.812,74.852,74.796,74.821,74.868,75.125,75.391,75.735,75.899,75.952,75.455,75.693,75.68,75.002,74.505,76.18,76.371,NA
"Seychelles","SYC","Life expectancy at birth, total (years)",71.21463415,69.46829268,70.72926829,72.48292683,71.56097561,71.21219512,71.74634146,72.66829268,72.77804878,73.25365854,71.08780488,71.02926829,72.66097561,72.13170732,72.21707317,73.14390244,73.16341463,73.08292683,73.19756098,72.72439024,74.27560976,73.1195122,73.22926829,74.29512195,74.3097561,74.3,72.84146341,74.04634146,77.23658537,73.39756098,73.70243902,74.95853659,NA
"Syrian Arab Republic","SYR","Life expectancy at birth, total (years)",70.243,70.309,70.296,70.209,70.156,70.158,70.237,70.507,70.856,71.296,71.742,72.188,72.494,72.797,73.04,73.256,73.368,73.496,73.542,72.259,66.206,65.146,65.492,63.265,65.19,65.651,67.371,70.97,71.944,72.418,72.79,72.12,NA
"Turks and Caicos Islands","TCA","Life expectancy at birth, total (years)",70.887,71.194,71.575,71.948,72.328,72.713,73.113,73.531,73.972,74.409,74.843,75.262,75.63,75.954,76.197,76.427,76.084,76.672,76.784,76.87,76.969,77.1,77.212,77.321,77.437,77.505,77.596,77.691,77.499,77.234,77.918,78.008,NA
"Chad","TCD","Life expectancy at birth, total (years)",46.777,47.002,47.08,47.453,47.551,47.762,47.802,47.934,47.937,48.306,48.36,48.609,48.687,48.86,48.747,49.21,49.503,49.828,50.107,50.426,50.765,51.051,51.141,51.32,51.603,51.875,52.447,52.993,53.082,53.136,54.528,55.069,NA
"East Asia & Pacific (IDA & IBRD countries)","TEA","Life expectancy at birth, total (years)",67.96029402,68.3913925,68.69761758,69.14136994,69.54045946,69.91345198,70.25015447,70.54828661,70.86508266,71.20773699,71.5343529,71.83527337,71.89212446,72.44023409,72.69834473,73.04503311,72.97073219,73.51610196,73.80659809,74.0266932,74.29711263,74.51900337,74.7479822,74.97777684,75.183227,75.26716402,75.61012415,75.80428772,75.73384971,75.30098061,75.96103475,75.90856436,NA
"Europe & Central Asia (IDA & IBRD countries)","TEC","Life expectancy at birth, total (years)",67.71908742,66.99753646,66.96772155,67.12595179,67.66898399,68.134671,68.47654833,68.10825575,68.36657975,68.50802504,68.56290956,68.69681663,69.00290783,69.1399719,69.69874799,70.1803432,70.54516414,71.08323384,71.43589734,71.9266644,72.33412567,72.79510884,73.04022377,73.34246512,73.69223762,74.13421119,74.30043875,74.59396745,73.15237382,72.15390077,74.19160336,74.7300564,NA
"Togo","TGO","Life expectancy at birth, total (years)",54.077,53.852,53.707,53.692,53.817,53.845,53.956,54.31,54.577,54.746,55.032,55.299,55.594,55.916,56.142,56.382,56.651,56.927,57.227,57.612,57.94,58.345,58.766,59.22,59.669,60.135,60.601,61.055,61.123,61.328,62.29,62.739,NA
"Thailand","THA","Life expectancy at birth, total (years)",69.353,69.568,69.661,69.757,69.94,70.362,70.703,70.979,71.205,71.52,71.775,72.101,72.1,72.894,73.341,73.779,74.221,74.669,75.012,75.302,75.59,75.96,76.279,76.563,76.769,76.989,77.19,77.197,77.331,77.606,75.291,76.412,NA
"Tajikistan","TJK","Life expectancy at birth, total (years)",57.085,55.512,60.093,61.389,60.806,61.928,62.404,63.114,63.542,64.197,64.898,65.874,66.604,66.531,66.997,67.405,67.924,68.248,68.37,68.698,69.13,69.579,69.697,69.665,69.982,70.524,70.737,70.962,68.605,69.594,71.562,71.79,NA
"Turkmenistan","TKM","Life expectancy at birth, total (years)",63.753,63.586,63.515,63.514,63.538,63.667,63.966,64.475,64.931,65.325,65.593,65.854,66.055,66.275,66.574,67.02,67.584,68.155,68.608,68.87,68.961,68.968,69.001,69.061,69.142,69.19,69.272,69.405,68.846,69.353,69.913,70.073,NA
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","Life expectancy at birth, total (years)",67.90127592,68.24989246,68.63061765,69.02543562,69.40795485,69.80501831,70.00346715,70.39415667,70.71841023,70.99523664,71.40810691,71.71994078,72.05855942,72.42759172,72.70294893,72.93377162,73.13381082,73.32482388,73.28403817,73.81125724,74.05314274,74.27265241,74.46420315,74.65059041,74.58947943,74.76141014,74.9760978,75.13197115,73.07474936,71.74492746,74.56842935,75.56992584,NA
"Timor-Leste","TLS","Life expectancy at birth, total (years)",46.19,47.008,47.861,47.543,48.26,48.968,48.583,45.246,58.097,58.772,59.477,60.13,60.743,61.272,61.881,62.396,62.858,63.265,63.66,64.022,64.384,64.719,65.027,65.326,65.61,65.898,66.204,66.496,66.919,66.199,67.368,67.689,NA
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)","TMN","Life expectancy at birth, total (years)",63.08975392,63.44632307,63.59252847,63.86974218,64.17394791,64.42290113,64.78711756,65.23991804,65.6072409,65.97126981,66.3239554,66.41650763,66.86025219,66.82012504,67.352696,67.62165726,67.96350631,68.24795998,68.45949675,68.62996358,68.65782621,68.87864847,69.14727494,69.25153486,69.49618264,69.77724095,70.03684444,70.38009178,69.0090964,68.89310323,70.96543255,71.31945609,NA
"Tonga","TON","Life expectancy at birth, total (years)",67.927,68.157,68.371,68.592,68.803,69.012,69.224,69.431,69.635,69.8,70.03,70.228,70.433,70.56,70.71,70.887,71.041,70.949,71.319,71.437,71.546,71.65,71.721,71.851,71.951,72.066,72.169,72.292,72.379,72.13,72.635,72.895,NA
"South Asia (IDA & IBRD)","TSA","Life expectancy at birth, total (years)",59.23932309,59.63991723,60.07843598,60.48705444,60.9188483,61.36821341,61.82154192,62.29462754,62.80363052,63.26211064,63.7751981,64.24083033,64.59116107,65.13159664,65.56910202,65.98902297,66.43141164,66.84109705,67.35250684,67.81083948,68.26296153,68.68532883,69.12085635,69.51103341,69.91847071,70.29047234,70.6523574,70.99756231,70.3622207,67.82152998,72.01157313,72.32476488,NA
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","Life expectancy at birth, total (years)",49.90101906,50.18223755,50.11989552,50.49489519,50.45143605,50.62381375,50.56604778,51.00716292,51.64524456,51.98718524,52.35739431,52.82737581,53.34646131,53.89326974,54.59012583,55.26332456,55.88731425,56.36796304,57.10706045,57.47344184,58.22811901,58.71796043,58.98557239,59.39872147,59.8121002,60.15840153,60.76672751,61.12932184,61.16752708,60.70343637,61.85717959,62.60291349,NA
"Trinidad and Tobago","TTO","Life expectancy at birth, total (years)",67.78,67.825,67.837,67.995,68.039,68.143,68.331,68.509,68.629,68.874,69.232,69.454,69.879,70.185,70.437,70.797,71.117,71.404,71.809,72.232,72.513,72.785,72.898,72.882,72.935,72.984,72.658,72.836,72.645,71.111,73.331,73.49,NA
"Tunisia","TUN","Life expectancy at birth, total (years)",69.684,69.992,70.363,70.785,71.247,71.67,72.067,72.344,72.604,72.822,73.07,73.304,73.519,73.712,73.888,74.039,74.192,74.32,74.438,74.471,74.599,74.674,74.784,74.875,75.007,75.177,75.37,75.599,75.004,72.893,76.05,76.508,NA
"Turkiye","TUR","Life expectancy at birth, total (years)",68.603,69.018,69.402,69.734,70.245,70.668,71.144,70.752,71.931,72.271,72.605,72.906,73.223,73.51,73.804,74.129,74.38,74.679,74.964,74.823,75.552,76.171,76.452,76.539,76.595,77.037,77.454,77.737,76.525,75.722,77.591,77.156,NA
"Tuvalu","TUV","Life expectancy at birth, total (years)",60.29,62.11,62.317,62.505,62.709,62.942,63.162,63.346,63.536,63.709,63.825,63.897,63.989,64.096,64.247,64.402,64.516,64.693,64.834,64.96,65.079,65.171,65.278,65.365,65.51,65.683,65.871,66.109,66.357,65.824,66.852,67.105,NA
"Tanzania","TZA","Life expectancy at birth, total (years)",51.432,51.215,51.077,51.005,51.132,51.246,51.807,52.399,53.244,54.124,54.94,55.929,56.836,57.675,58.512,59.26,59.896,60.494,61.127,61.618,62.286,62.788,63.364,63.928,64.404,64.963,65.488,66.007,66.771,66.131,66.879,66.995,NA
"Uganda","UGA","Life expectancy at birth, total (years)",47.671,47.681,47.675,47.706,47.759,48.026,48.263,48.977,49.64,50.576,51.443,52.414,53.699,54.926,56.118,57.248,58.253,59.157,59.959,60.791,61.579,62.353,63.057,63.831,64.494,65.174,65.775,66.354,66.41,66.45,67.675,68.252,NA
"Ukraine","UKR","Life expectancy at birth, total (years)",68.947,68.287,67.534,67.114,67.097,67.658,67.993,68.004,67.786,67.675,67.699,67.638,67.472,67.517,67.49,67.715,68.262,69.159,70.188,70.711,71.09,71.474,71.803,72.686,73.389,73.993,73.569,73.92,73.283,71.631,72.658,73.422,NA
"Upper middle income","UMC","Life expectancy at birth, total (years)",68.10908931,68.46782287,68.75497422,69.14640075,69.52072352,69.8746943,70.18759003,70.43867579,70.77370358,71.09627687,71.40107775,71.64953507,71.800896,72.29409071,72.57386914,72.91279675,73.09802998,73.50300153,73.83147459,74.09055397,74.41225055,74.67085995,74.92511826,75.17546917,75.34041855,75.48104272,75.82206421,76.02948077,75.23155162,74.72761499,76.00928043,76.1953051,NA
"Uruguay","URY","Life expectancy at birth, total (years)",73.185,73.147,73.162,73.493,73.812,73.92,74.029,74.293,74.693,74.987,74.979,75.086,75.319,75.829,75.888,76.15,76.275,76.67,76.691,76.614,76.691,76.953,77.194,77.285,77.351,77.618,77.527,77.503,78.381,75.434,76.468,78.138,NA
"United States","USA","Life expectancy at birth, total (years)",75.61707317,75.4195122,75.6195122,75.62195122,76.02682927,76.42926829,76.5804878,76.58292683,76.63658537,76.83658537,76.93658537,77.03658537,77.48780488,77.48780488,77.68780488,77.98780488,78.03902439,78.3902439,78.54146341,78.64146341,78.74146341,78.74146341,78.84146341,78.6902439,78.53902439,78.53902439,78.63902439,78.78780488,76.9804878,76.32926829,77.43414634,78.38536585,NA
"Uzbekistan","UZB","Life expectancy at birth, total (years)",65.236,64.924,64.681,64.67,64.78,65.028,65.169,65.307,65.456,65.853,66.376,66.852,67.203,67.481,67.905,68.483,69.035,69.517,69.836,70.143,70.411,70.692,70.973,71.33,71.58,71.737,71.999,72.093,71.461,71.681,72.147,72.388,NA
"St. Vincent and the Grenadines","VCT","Life expectancy at birth, total (years)",70.745,70.621,70.602,70.575,70.466,70.382,70.263,70.312,70.35,70.382,70.658,70.43,70.445,70.454,70.434,70.446,70.611,70.712,70.66,70.609,70.539,70.091,70.355,70.463,70.7,71.013,71.017,70.994,69.605,69.132,71.191,71.23,NA
"Venezuela, RB","VEN","Life expectancy at birth, total (years)",71.177,71.385,71.283,71.714,71.92,72.56,72.446,72.088,72.388,71.019,72.823,72.056,72.752,73.075,72.972,73.348,72.578,72.785,73.092,73.09,73.086,73.076,72.837,73.004,72.002,71.903,72.641,72.766,72.369,71.536,72.566,72.514,NA
"British Virgin Islands","VGB","Life expectancy at birth, total (years)",73.109,73.431,73.794,74.089,74.341,74.469,74.569,74.652,74.753,74.831,74.971,75.183,75.404,75.569,75.745,75.893,76.07,76.205,76.289,76.363,76.433,76.472,76.527,76.558,76.624,75.67,76.728,76.845,76.894,75.297,77.177,77.276,NA
"Virgin Islands (U.S.)","VIR","Life expectancy at birth, total (years)",70.96260976,71.07826829,71.22463415,71.16660976,71.5755122,70.91521951,71.24626829,71.11160976,76.6195122,77.62195122,77.52195122,77.52195122,77.77317073,77.42195122,78.32439024,76.86341463,77.16341463,77.51463415,77.86585366,78.31707317,78.51707317,78.71707317,78.86829268,79.01707317,79.16829268,79.36829268,79.5195122,79.66829268,79.8195122,80.06829268,80.3195122,80.5195122,NA
"Viet Nam","VNM","Life expectancy at birth, total (years)",69.62,69.957,70.379,70.871,71.296,71.67,72.283,72.575,72.746,72.984,73.138,73.236,73.062,73.198,73.293,73.385,73.455,73.525,73.611,73.713,73.762,73.821,73.886,73.955,73.984,74.026,74.1,74.211,75.383,74.145,74.502,74.588,NA
"Vanuatu","VUT","Life expectancy at birth, total (years)",67.433,67.724,67.984,68.104,68.176,68.309,68.372,67.924,68.586,68.722,68.836,68.933,68.985,69.166,69.126,69.144,69.302,69.422,69.57,69.729,69.898,69.986,70.043,70.163,70.397,70.5,70.626,70.783,70.385,69.952,71.302,71.477,NA
"World","WLD","Life expectancy at birth, total (years)",65.54705159,65.7420497,65.9579138,66.20023094,66.51479817,66.83029409,67.06595344,67.31147851,67.64972573,67.94439843,68.2305637,68.51496107,68.77025245,69.11057582,69.46811655,69.80409787,70.00347393,70.37952511,70.68184335,70.96801349,71.26375458,71.53267021,71.77554368,71.96475451,72.1848946,72.36534478,72.64361208,72.86891031,72.18222395,71.21548417,72.96901572,73.32971628,NA
"Samoa","WSM","Life expectancy at birth, total (years)",68.532,68.818,69.162,69.469,69.767,70.045,70.308,70.555,70.791,71.028,71.233,71.441,71.508,71.487,71.62,71.605,71.531,69.486,71.451,71.393,71.159,71.229,71.142,71.06,71.003,70.991,71.052,70.269,70.727,71.096,71.55,71.698,NA
"Kosovo","XKX","Life expectancy at birth, total (years)",67.381,67.945,68.595,68.782,69.359,69.862,68.58,58.265,71.321,71.782,72.227,72.678,73.132,73.437,73.63,74.422,74.711,74.79,74.609,75.323,75.75,76.336,76.179,76.024,76.748,77.105,77.117,77.249,74.212,74.981,77.623,78.033,NA
"Yemen, Rep.","YEM","Life expectancy at birth, total (years)",59.26,59.655,59.828,60.532,60.884,61.34,61.788,62.275,62.761,63.286,63.807,64.407,64.881,65.356,65.8,66.23,66.609,66.905,67.223,67.412,67.569,67.961,68.003,66.761,67.105,67.12,65.915,66.567,66.435,66.019,67.952,69.295,NA
"South Africa","ZAF","Life expectancy at birth, total (years)",62.839,62.618,62.069,61.603,61.079,60.538,59.912,59.19,58.368,57.161,55.58,54.245,53.963,53.914,54.22,54.948,55.982,57.413,58.886,60.602,61.737,62.388,63.184,64.053,64.749,65.422,65.726,66.071,65.15,62.01,65.454,66.139,NA
"Zambia","ZMB","Life expectancy at birth, total (years)",46.968,46.678,46.344,46.051,45.757,45.743,45.709,45.924,46.577,47.408,48.461,49.616,50.54,51.615,52.693,53.73,54.835,55.886,56.896,57.843,58.704,59.445,60.109,60.728,61.129,61.564,62.138,62.914,63.361,62.363,65.279,66.349,NA
"Zimbabwe","ZWE","Life expectancy at birth, total (years)",55.602,53.976,52.537,51.144,48.981,48.536,47.551,46.379,46.034,44.525,45.938,45.373,46.043,46.57,47.056,47.576,48.456,49.75,51.925,53.911,55.386,56.842,58.106,58.989,59.76,60.263,60.906,61.06,61.53,60.135,62.36,62.775,NA
"Canada","CAN","UIS: Mean years of schooling (ISCED 1 or higher), population 25+ years, male",NA,NA,NA,NA,NA,NA,NA,NA,NA,12.41921,NA,NA,NA,NA,13.01757,NA,NA,NA,NA,13.20592,NA,NA,NA,NA,13.25971,NA,NA,NA,NA,NA,NA,NA,NA
"Afghanistan","AFG","UIS: Mean years of schooling (ISCED 1 or higher), population 25+ years, male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Albania","ALB","UIS: Mean years of schooling (ISCED 1 or higher), population 25+ years, male",NA,NA,NA,NA,NA,NA,NA,NA,NA,9.32291,NA,NA,NA,NA,NA,NA,9.70867,NA,NA,10.33097,10.36471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Algeria","DZA","UIS: Mean years of schooling (ISCED 1 or higher), population 25+ years, male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.22392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"American Samoa","ASM","UIS: Mean years of schooling (ISCED 1 or higher), population 25+ years, male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Andorra","AND","UIS: Mean years of schooling (ISCED 1 or higher), population 25+ years, male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.11029,10.59517,9.96462,10.22823,NA,NA,NA,NA,NA,NA,NA,10.64441,10.57635,10.56401,NA,NA,NA,NA,NA,NA,NA,NA
"Angola","AGO","UIS: Mean years of schooling (ISCED 1 or higher), population 25+ years, male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.95799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Antigua and Barbuda","ATG","UIS: Mean years of schooling (ISCED 1 or higher), population 25+ years, male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arab World","ARB","UIS: Mean years of schooling (ISCED 1 or higher), population 25+ years, male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Argentina","ARG","UIS: Mean years of schooling (ISCED 1 or higher), population 25+ years, male",NA,NA,NA,NA,NA,NA,NA,NA,NA,8.66949,NA,9.72346,NA,NA,10.20164,NA,10.39876,10.49547,10.59208,10.69722,10.68659,10.82681,10.80168,10.80888,10.83777,NA,10.94502,NA,NA,NA,NA,NA,NA
"Armenia","ARM","UIS: Mean years of schooling (ISCED 1 or higher), population 25+ years, male",NA,NA,NA,NA,NA,NA,NA,NA,NA,10.57222,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.31423,NA,NA,NA,11.69459,NA,11.30585,NA,NA,NA,NA,NA,NA,NA
"Aruba","ABW","UIS: Mean years of schooling (ISCED 1 or higher), population 25+ years, male",NA,NA,NA,NA,NA,NA,NA,NA,8.93753,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.47793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Australia","AUS","UIS: Mean years of schooling (ISCED 1 or higher), population 25+ years, male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.93582,11.96301,12.01275,12.09753,12.26727,12.31448,12.34035,12.39005,12.61996,12.01944,12.22585,12.28096,12.37546,12.32045,12.43492,NA,NA,NA,NA,NA,NA
"Austria","AUT","UIS: Mean years of schooling (ISCED 1 or higher), population 25+ years, male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.01947,NA,12.06237,12.09947,12.14536,12.15625,12.16122,12.19072,12.20025,12.42884,12.46493,12.47828,12.49718,NA,NA,NA,NA,NA,NA,NA
"Azerbaijan","AZE","UIS: Mean years of schooling (ISCED 1 or higher), population 25+ years, male",NA,NA,NA,NA,NA,NA,NA,10.41692,NA,NA,NA,NA,NA,NA,NA,10.79378,10.80137,10.8049,10.79917,10.79847,10.80682,10.81234,10.81629,10.81695,10.8936,10.8944,NA,NA,NA,NA,NA,NA,NA
"Bahamas, The","BHS","UIS: Mean years of schooling (ISCED 1 or higher), population 25+ years, male",NA,NA,NA,NA,NA,NA,NA,NA,10.80504,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.71435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bahrain","BHR","UIS: Mean years of schooling (ISCED 1 or higher), population 25+ years, male",NA,NA,NA,NA,NA,NA,NA,NA,NA,9.13532,NA,NA,NA,NA,NA,NA,NA,NA,8.03948,NA,NA,NA,NA,NA,9.44099,9.72027,10.52958,NA,NA,NA,NA,NA,NA
"Bangladesh","BGD","UIS: Mean years of schooling (ISCED 1 or higher), population 25+ years, male",NA,NA,NA,NA,NA,NA,NA,NA,NA,5.00275,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.00875,6.08224,5.74734,5.80048,6.63524,6.78132,6.90503,6.99896,7.14094,NA,NA,NA,NA,NA
"Barbados","BRB","UIS: Mean years of schooling (ISCED 1 or higher), population 25+ years, male",NA,NA,NA,NA,NA,NA,NA,NA,8.90166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Belarus","BLR","UIS: Mean years of schooling (ISCED 1 or higher), population 25+ years, male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.48874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Belgium","BEL","UIS: Mean years of schooling (ISCED 1 or higher), population 25+ years, male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.28237,NA,11.4472,11.55278,11.61493,11.6566,11.68096,11.86654,11.99596,12.19611,12.28219,12.5176,NA,NA,NA,NA,NA,NA,NA
"Belize","BLZ","UIS: Mean years of schooling (ISCED 1 or higher), population 25+ years, male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.6684,NA,NA,NA,NA,10.49129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Benin","BEN","UIS: Mean years of schooling (ISCED 1 or higher), population 25+ years, male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.57666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bermuda","BMU","UIS: Mean years of schooling (ISCED 1 or higher), population 25+ years, male",NA,NA,NA,NA,NA,NA,NA,NA,12.74159,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.37681,NA,NA,NA,NA,NA,12.12384,NA,NA,NA,NA,NA,NA,NA,NA
"Bhutan","BTN","UIS: Mean years of schooling (ISCED 1 or higher), population 25+ years, male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.98856,NA,NA,NA,NA,4.79342,NA,NA,NA,NA,NA,NA,NA
"Bolivia","BOL","UIS: Mean years of schooling (ISCED 1 or higher), population 25+ years, male",7.37612,NA,NA,NA,NA,NA,NA,NA,NA,8.34545,NA,NA,NA,NA,7.80086,NA,8.16595,8.47627,NA,NA,8.64632,NA,NA,9.42212,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bosnia and Herzegovina","BIH","UIS: Mean years of schooling (ISCED 1 or higher), population 25+ years, male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.17594,8.28774,NA,NA,10.23194,10.24624,10.86624,NA,10.85816,NA,NA,NA,NA,NA,NA
"Botswana","BWA","UIS: Mean years of schooling (ISCED 1 or higher), population 25+ years, male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil","BRA","UIS: Mean years of schooling (ISCED 1 or higher), population 25+ years, male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.92829,NA,6.25586,6.43248,6.59531,6.69225,7.46755,6.89803,7.09856,7.14963,7.23203,7.36825,7.52919,7.62422,7.74927,NA,NA,NA,NA,NA,NA
"British Virgin Islands","VGB","UIS: Mean years of schooling (ISCED 1 or higher), population 25+ years, male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brunei Darussalam","BRN","UIS: Mean years of schooling (ISCED 1 or higher), population 25+ years, male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.78021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bulgaria","BGR","UIS: Mean years of schooling (ISCED 1 or higher), population 25+ years, male",7.50088,NA,NA,NA,NA,NA,NA,NA,NA,10.20855,NA,NA,NA,NA,10.53948,10.6667,10.69547,10.72627,10.7815,10.84131,10.94082,11.03837,11.05104,11.17374,11.20975,11.23978,NA,NA,NA,NA,NA,NA,NA
